Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,3,16,32,0.4,0.001,0.0001,0.654320987654321,0.6712328767123288,0.6049382716049383,0.6363636363636364,0.6616369455875628
p11,4,16,32,0.4,0.001,0.0001,0.6666666666666666,0.6666666666666666,0.65,0.6582278481012658,0.7233231707317074
p11,5,16,32,0.4,0.001,0.0001,0.5864197530864198,0.6226415094339622,0.4125,0.49624060150375937,0.6158536585365854
p11,1,16,32,0.4,0.0005,0.0,0.6687116564417178,0.6753246753246753,0.6419753086419753,0.6582278481012658,0.673291177356218
p11,2,16,32,0.4,0.0005,0.0,0.6728395061728395,0.6590909090909091,0.7160493827160493,0.6863905325443787,0.682975156226185
p11,3,16,32,0.4,0.0005,0.0,0.6234567901234568,0.625,0.6172839506172839,0.6211180124223602,0.6768785246151501
p11,4,16,32,0.4,0.0005,0.0,0.6851851851851852,0.7164179104477612,0.6,0.6530612244897959,0.7324695121951219
p11,5,16,32,0.4,0.0005,0.0,0.5864197530864198,0.5802469135802469,0.5875,0.5838509316770186,0.5820121951219512
p11,1,16,32,0.4,0.0005,0.0001,0.656441717791411,0.6470588235294118,0.6790123456790124,0.6626506024096386,0.672387834989461
p11,2,16,32,0.4,0.0005,0.0001,0.6604938271604939,0.6274509803921569,0.7901234567901234,0.6994535519125683,0.6829751562261851
p11,3,16,32,0.4,0.0005,0.0001,0.654320987654321,0.6811594202898551,0.5802469135802469,0.6266666666666667,0.6617893613778387
p11,4,16,32,0.4,0.0005,0.0001,0.7037037037037037,0.7352941176470589,0.625,0.6756756756756757,0.7509146341463415
p11,5,16,32,0.4,0.0005,0.0001,0.6419753086419753,0.6375,0.6375,0.6375,0.6661585365853658
p11,1,16,32,0.5,0.001,0.0,0.6809815950920245,0.6933333333333334,0.6419753086419753,0.6666666666666666,0.6824751580849142
p11,2,16,32,0.5,0.001,0.0,0.6728395061728395,0.6428571428571429,0.7777777777777778,0.7039106145251397,0.7216887669562567
