Participant,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators,subsample,mean_test_score,std_test_score,rank_test_score
p9,0.05,4,1,5,100,1.0,0.48981090407177363,0.08065593457232552,207
p9,0.05,4,1,5,200,0.8,0.4971800888322627,0.031093897669804006,196
p9,0.05,4,1,5,200,1.0,0.4784511623642058,0.06613657032262342,213
p9,0.05,4,2,2,50,0.8,0.5813704749356924,0.07915283180081609,3
p9,0.05,4,2,2,50,1.0,0.5671179516188591,0.0704382471415146,11
p9,0.05,4,2,2,100,0.8,0.5571847797934755,0.04867093564963969,21
p9,0.05,4,2,2,100,1.0,0.5241332088390911,0.07424654784049346,115
p9,0.05,4,2,2,200,0.8,0.5068379183055777,0.0220680341373514,174
p9,0.05,4,2,2,200,1.0,0.5375840825840826,0.06563382406309658,74
p9,0.05,4,2,5,50,0.8,0.5379057979057978,0.07396016500331071,72
p9,0.05,4,2,5,50,1.0,0.5625547399460443,0.053956935323938256,16
p9,0.05,4,2,5,100,0.8,0.5605399499104224,0.05478130733546425,20
p9,0.05,4,2,5,100,1.0,0.5656637877609744,0.07985868887756126,13
p9,0.05,4,2,5,200,0.8,0.5127042139877301,0.043755165792810496,161
p9,0.05,4,2,5,200,1.0,0.5386909258213606,0.03332424880053521,69
p9,0.1,2,1,2,50,0.8,0.5463697317175578,0.07327499363911603,43
p9,0.1,2,1,2,50,1.0,0.5223695053643903,0.0927985390334695,122
p9,0.1,2,1,2,100,0.8,0.49092449579406106,0.0631633257756146,206
p9,0.1,2,1,2,100,1.0,0.5210934561318192,0.10940144866274013,126
p9,0.1,2,1,2,200,0.8,0.49560536204987987,0.07539892213708671,199
p9,0.1,2,1,2,200,1.0,0.5370748724610618,0.1112366423643594,75
p9,0.1,2,1,5,50,0.8,0.5093115690695585,0.0739988947823819,169
p9,0.1,2,1,5,50,1.0,0.49104675404163894,0.10854907552452844,204
p9,0.1,2,1,5,100,0.8,0.5036488984068879,0.08227488395008851,181
p9,0.1,2,1,5,100,1.0,0.5068103221965115,0.08126826294757225,175
p9,0.1,2,1,5,200,0.8,0.48063792473511147,0.0600237633415147,211
p9,0.1,2,1,5,200,1.0,0.5141217040995449,0.08810932515872393,157
p9,0.1,2,2,2,50,0.8,0.4997014837014837,0.09489336730146705,189
p9,0.1,2,2,2,50,1.0,0.48058419499435834,0.10012174347128037,212
p9,0.1,2,2,2,100,0.8,0.5104471224480298,0.06253179311077023,168
p9,0.1,2,2,2,100,1.0,0.5059188055488202,0.07889268639015018,178
p9,0.1,2,2,2,200,0.8,0.4630357747744102,0.0650770649129009,216
p9,0.1,2,2,2,200,1.0,0.49527519066138004,0.09316339745379874,200
p9,0.1,2,2,5,50,0.8,0.5625467865467866,0.07248684300811749,17
p9,0.1,2,2,5,50,1.0,0.4776423576423577,0.08620907108824478,214
p9,0.1,2,2,5,100,0.8,0.4996208689913416,0.10664132854497677,190
p9,0.1,2,2,5,100,1.0,0.4986074236457868,0.07032342639840737,191
p9,0.1,2,2,5,200,0.8,0.4973335769090245,0.06278213436414128,194
p9,0.1,2,2,5,200,1.0,0.5266947866947868,0.11194472114187007,108
p9,0.1,3,1,2,50,0.8,0.5691551983112085,0.06330026046392088,10
p9,0.1,3,1,2,50,1.0,0.5015505589418632,0.0645826544749719,186
p9,0.1,3,1,2,100,0.8,0.5320542387430771,0.05299625131864261,88
p9,0.1,3,1,2,100,1.0,0.49392419383212227,0.06061499514440409,201
p9,0.1,3,1,2,200,0.8,0.4910325954238998,0.06570845342259289,205
p9,0.1,3,1,2,200,1.0,0.4927007737961085,0.05385300551060411,203
p9,0.1,3,1,5,50,0.8,0.5104645354645354,0.07936572816971958,167
p9,0.1,3,1,5,50,1.0,0.48630514621307463,0.0854212307748254,208
p9,0.1,3,1,5,100,0.8,0.5381122477038993,0.06182701905529816,71
p9,0.1,3,1,5,100,1.0,0.5176895825591479,0.053590441130810296,142
p9,0.1,3,1,5,200,0.8,0.5320542387430771,0.05299625131864261,88
p9,0.1,3,1,5,200,1.0,0.5158641358641358,0.06080167937422725,152
p9,0.1,3,2,2,50,0.8,0.5066370666370666,0.10321097427935741,176
p9,0.1,3,2,2,50,1.0,0.5713020313020312,0.06322835227088767,8
p9,0.1,3,2,2,100,0.8,0.5189346280318148,0.07052068081969881,136
p9,0.1,3,2,2,100,1.0,0.54126152335871,0.05267391366607211,59
p9,0.1,3,2,2,200,0.8,0.5167222004110387,0.06745191082644568,146
p9,0.1,3,2,2,200,1.0,0.5396749617721485,0.0825652172618182,65
p9,0.1,3,2,5,50,0.8,0.5381968153093473,0.06694763469547885,70
p9,0.1,3,2,5,50,1.0,0.5498522347218,0.0857522024109427,36
p9,0.1,3,2,5,100,0.8,0.5315235930120841,0.07101874208808423,91
p9,0.1,3,2,5,100,1.0,0.5462830528811471,0.06104510006211065,45
p9,0.1,3,2,5,200,0.8,0.5034570900320425,0.04606894629664977,182
p9,0.1,3,2,5,200,1.0,0.5483171730230554,0.06776833907864262,40
p9,0.1,4,1,2,50,0.8,0.5021691697861229,0.048342945607699965,185
p9,0.1,4,1,2,50,1.0,0.5226627076627077,0.08334873005074259,121
p9,0.1,4,1,2,100,0.8,0.5046608416746194,0.06279412449291133,179
p9,0.1,4,1,2,100,1.0,0.5076680073738897,0.04850456442197064,172
p9,0.1,4,1,2,200,0.8,0.5321222464197803,0.0605888511542968,87
p9,0.1,4,1,2,200,1.0,0.5022482419541243,0.046194749437093355,184
p9,0.1,4,1,5,50,0.8,0.5892804779761303,0.1070028727030656,1
p9,0.1,4,1,5,50,1.0,0.5357664557664557,0.06835439051023957,78
p9,0.1,4,1,5,100,0.8,0.5231512834991096,0.0775792169327566,120
p9,0.1,4,1,5,100,1.0,0.5154122344885895,0.04714170523310729,154
p9,0.1,4,1,5,200,0.8,0.5275193988029149,0.05870543003207069,106
p9,0.1,4,1,5,200,1.0,0.5023647920706744,0.04511701466903331,183
p9,0.1,4,2,2,50,0.8,0.541961741961742,0.10015641496194283,53
p9,0.1,4,2,2,50,1.0,0.5249594619603694,0.05788049181561703,112
p9,0.1,4,2,2,100,0.8,0.5149696832205907,0.08196547423541552,155
p9,0.1,4,2,2,100,1.0,0.5328932024686501,0.02862485178058602,86
p9,0.1,4,2,2,200,0.8,0.5128688673697748,0.06420875741969932,160
p9,0.1,4,2,2,200,1.0,0.5302181152181152,0.05435804872685249,94
p9,0.1,4,2,5,50,0.8,0.5060448394223942,0.0803924450084795,177
p9,0.1,4,2,5,50,1.0,0.561188466365927,0.05111056459386363,19
p9,0.1,4,2,5,100,0.8,0.5238415220527388,0.055089299842410955,117
p9,0.1,4,2,5,100,1.0,0.5393566743950375,0.09356827537138045,66
p9,0.1,4,2,5,200,0.8,0.5119833113746157,0.0709618956371164,164
p9,0.1,4,2,5,200,1.0,0.5196279018887715,0.08214973417608147,132
