SlNo,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,start_time,end_time,label
56,35.965958,0.122126475,34.776012,37.00252,38.1537,3.3776894,155.42973,174.45457,35.44545,19.884266,0.18130963,1.2093548,0.005620835,0.09395938,0.33863863,0.3330178,4.4675984,2.5304823,2.8632343,1.6778456,0.093920566,1.3323493,14.864081,1.4396667,12.564255,0.9596193,0.22142068,57.51298,-6.51462,-1.9618436,0.023329979,1.081681,1.17687,0.8011211,9.498246,0.41310388,8.523529,2.227095,33.93011,0.51712584,750.10126,0.2098368,1441.5203,0.15807022,-123.27439,-0.71215415,1861.4897,0.11813892,1234.708,0.21794021,-126.41331,-0.6268109,2980.416,0.06784595,1081.5463,0.22871853,-129.17058,-0.58895826,-23.995348,-0.43652913,37.856583,0.25866422,0.072586514,0.24698551,-0.01987705,-0.668617,0.19050467,0.6684064,34.12698,0.27994284,15.37919,0.8417338,0.3306947,51.56021,-16.38112,-0.6525464,-4.187563,13.192066,0.03835882,0.02908713,0.018372623,1.9417477,1.9736842,0.21833333,0.10350791,0.32,0.52596575,-29.158676,364.933333,368.033333,disengaged
57,36.958946,0.12887435,34.197567,37.12992,38.946728,4.749161,88.32804,35.17775,34.555614,23.675423,0.083427444,2.030998,0.0037779824,0.0051154443,0.1216422,0.11786422,3.7782447,2.8502924,1.4236656,1.7611169,0.04039275,2.3849506,4.7259235,3.5458472,9.037351,0.9617169,1.2200868,7.116189,-1.1300888,-9.191316,0.020595517,1.4365382,1.305217,0.8759044,9.81521,0.40930253,14.820538,0.7225883,41.64895,0.22140199,736.9933,0.28096214,1383.5411,0.14677732,-174.00671,-0.3743925,1854.7014,0.1307928,1245.8444,0.28620633,-174.58182,-0.3421364,2989.047,0.07733972,1073.307,0.23077823,-175.79169,-0.32342738,-24.659428,-0.4365574,37.852264,0.24926297,0.0718599,0.33986676,-0.024558315,-0.78771865,0.19986968,0.63573617,34.240402,0.35258764,17.778458,0.671185,-1.8851138,-8.862652,-16.29334,-0.9499866,-4.083586,13.925154,0.027614806,0.03784026,0.006513127,1.150748,0.69767445,0.21666665,0.18917951,1.4339999,2.1562986,-32.01773,368.066667,376.766667,engaged
58,36.49477,0.07005183,34.888527,36.406094,38.3853,3.4967728,87.03196,90.54451,82.263824,187.03487,0.28741425,0.90510046,0.011429864,0.24733098,0.5184061,0.50697625,5.469455,2.8986413,2.9964118,1.9159299,0.13017169,1.0758418,20.253181,1.0046943,9.028952,1.4181619,-7.40346,-2.0935097,-9.235234,-1.6529387,0.021716787,1.9566954,0.95571196,0.7371206,9.651833,0.40124625,6.4752545,1.7287021,34.659084,0.31766644,742.77203,0.2598886,1385.3047,0.16530418,-101.43284,-0.91317993,1816.0889,0.14743511,1203.0411,0.23584822,-105.30676,-0.793718,2951.9204,0.08605988,1034.4218,0.31093144,-110.31259,-0.71342194,-18.981525,-0.64693797,35.342754,0.27129057,0.07206177,0.2344098,-0.019587664,-0.8693368,0.20768774,0.63078696,33.443176,0.2842742,11.214902,1.2969824,-9.866425,-1.7940239,-18.432104,-0.66107535,-4.418691,14.468378,0.04632904,0.022764185,0.029386401,3.1137726,1.8159806,0.29666665,0.19451363,0.234,0.30357426,-27.11354,376.8,385.166667,disengaged
59,38.815792,0.07424461,36.912666,38.722183,40.807487,3.8948212,83.301125,116.92935,121.59598,343.07938,0.10777141,1.5797849,0.004103612,0.0071204337,0.21637759,0.21227397,3.855939,3.1609876,2.6340125,2.3214812,0.045153894,2.320419,5.1506257,3.8677347,8.273626,1.1101263,0.027270652,383.2953,-11.834754,-1.5689988,0.019382609,1.1810528,1.0919907,1.0698919,10.733231,0.34779122,10.968192,1.1500666,34.249138,0.3213852,758.7084,0.22773431,1309.4309,0.16680858,-155.09222,-0.50415504,1894.2013,0.13015877,1120.0822,0.25200602,-156.06325,-0.45492932,2955.5676,0.0718936,928.4965,0.329627,-156.5208,-0.44792503,-22.52109,-0.41766825,33.54129,0.30083796,0.07588443,0.2634262,-0.030461036,-0.61500585,0.13062826,1.0971817,30.033924,0.35167488,14.299571,0.79508054,-3.69324,-3.8605318,-34.06357,-0.490032,-0.49575928,8.899167,0.038807284,0.031502947,0.012319443,1.4161718,1.2826385,0.20535715,0.15199816,0.5961538,0.9618414,-33.876755,385.2,407.1,engaged
60,35.69154,0.10518905,34.153294,35.84217,38.29829,4.1449966,336.8739,498.27808,63.09428,80.02592,0.3384758,0.7579599,0.08322375,0.3181257,0.56127244,0.47804868,5.1143427,2.3664386,3.6446607,1.9195536,0.14479113,0.8805597,25.337639,0.6514454,9.903168,1.4291768,-4.605947,-3.3943374,-13.400974,-1.2615157,0.027233846,1.9344499,1.1255815,0.7411009,8.612072,0.4266191,4.4478645,2.5371356,33.593307,0.33891043,751.6637,0.23007502,1347.2866,0.16340545,-73.35336,-1.194067,1862.654,0.13762845,1100.9615,0.2782561,-81.574165,-0.95367557,2964.0425,0.092940584,1032.36,0.3156859,-86.39744,-0.85993433,-19.331305,-0.5412681,31.927242,0.2795088,0.06866755,0.2744573,-0.02493906,-0.6945306,0.19513655,0.59728295,32.796623,0.2882248,9.709228,1.5103357,-6.14713,-2.628889,-19.735468,-0.74642324,-9.025902,17.909859,0.041861195,0.010686328,0.036896437,3.1840796,2,0.33349997,0.2561108,0.13136363,0.1647945,-28.293747,407.133333,417.2,disengaged
61,37.327347,0.11479376,35.11789,37.000206,39.668858,4.550968,140.37923,268.93643,80.07417,130.38998,0.1885712,1.1435659,0.004855279,0.10225399,0.36620367,0.3613484,4.2627726,2.5821443,3.602735,2.4792922,0.079803884,1.4921157,13.107378,1.6168005,11.241779,1.0549225,-0.9310851,-14.032132,-10.061608,-1.8892893,0.023362588,2.515871,1.0081047,0.93834066,10.13856,0.4137134,10.757635,1.2135646,36.25324,0.30634815,755.80225,0.23133191,1357.9723,0.18635696,-122.59059,-0.73345506,1875.3439,0.1281848,1146.1918,0.26622656,-126.47617,-0.63963425,2991.1245,0.07944758,1016.665,0.30760345,-128.74318,-0.6056956,-22.37857,-0.49234614,34.615253,0.309606,0.07292002,0.2501143,-0.025029412,-0.68191785,0.158307,0.8392266,31.622902,0.36816153,15.278715,0.8703677,-4.2404127,-3.9594483,-24.222612,-0.6816083,-2.7668219,11.309651,0.036015335,0.028483786,0.016659975,2.143446,1.6505055,0.260375,0.218966,0.3364935,0.88138866,-30.670214,417.233333,465.766667,engaged
62,37.94801,0.1693746,34.57198,39.778656,42.43847,7.8664894,170.55128,116.85257,285.41113,549.0417,0.39276525,0.91223526,0.0994738,0.31934234,0.60617286,0.5066991,5.268516,2.6900826,4.5729017,3.5196862,0.1904176,1.1499865,19.377323,1.0322698,6.3147364,2.293872,-10.263729,-1.6020151,-18.582851,-1.1307777,0.02383371,1.6604311,1.0882047,0.77029926,8.978456,0.4955167,5.298626,2.3130858,31.951963,0.3230496,762.5893,0.2432619,1324.1873,0.18304625,-77.846214,-1.1496202,1854.6458,0.12977794,1115.1154,0.30070594,-83.12258,-0.93242794,2943.2607,0.086165026,962.57043,0.33544856,-87.85651,-0.84141123,-16.956047,-0.6734016,30.988096,0.34616584,0.067554764,0.30378348,-0.023313172,-0.802102,0.25362593,0.91759497,27.086254,0.48687848,6.7669606,2.2558646,-12.381049,-1.3864448,-24.881384,-0.7669408,-2.3474946,11.2037115,0.05265481,0.0076582343,0.059440635,2.930403,2.7127004,0.23772727,0.24675955,0.13,0.13613717,-24.428385,465.8,474,disengaged
63,37.073067,0.032089524,36.066063,36.85879,37.721703,1.6556396,30.301012,0,-24.973476,0,0.41453737,0.5118508,0.19105406,0.4159414,0.64306736,0.4520133,8.155091,4.1873474,0.35251746,2.2204926,0.17098099,0.85216105,19.59442,1.0696508,7.2908487,1.681986,-15.654283,-0.7770821,-21.73335,-0.691805,0.016186006,1.0144699,1.0763613,0.73674476,7.011859,0.5901413,-5.5553055,-1.1488658,27.282495,0.2499603,621.8029,0.37028587,1374.9689,0.107599154,-64.36003,-1.2904402,1611.2664,0.17664775,1117.9144,0.20902626,-61.57374,-1.1850811,2740.2239,0.111359805,985.539,0.34934473,-69.745056,-0.96760666,-13.367797,-0.5740787,26.52595,0.39701247,0.07957552,0.17774533,-0.026131503,-0.5357088,0.21975546,0.6825085,26.67516,0.55536574,3.0697644,3.2388482,-17.562084,-0.7902448,-27.268972,-0.40292874,1.9251517,0.7166534,0.06780608,-0.0061582024,0.018903477,6.666667,5.1282053,0.14,0.01,0.08,0,-29.12974,474.033333,474.5,engaged
64,34.78022,0.099740036,33.945553,35.148453,36.017456,2.0719032,353.8873,158.56476,80.95819,98.55073,0.22591223,0.98761153,0.015783867,0.1796257,0.37226284,0.35647896,5.1389475,2.6396909,3.1895306,2.5428236,0.13562876,1.1975558,18.117077,1.0788008,14.0846405,0.97077084,0.14894152,115.97033,-1.4706858,-8.964218,0.0694524,1.7247314,1.7023817,0.81044996,7.710148,0.43332562,12.29823,0.6558961,37.143932,0.30631077,712.0219,0.26827726,1447.051,0.1354181,-108.52323,-0.8409195,1834.8508,0.10762009,1170.8181,0.1985726,-112.64786,-0.7417323,2989.4443,0.06119196,1074.5928,0.27762008,-116.37654,-0.6834761,-25.429604,-0.45394185,36.19604,0.21919139,0.074305385,0.2315288,-0.019566046,-0.86472136,0.23614495,0.6763206,32.76781,0.2843937,20.099699,0.7184934,4.44814,4.3173213,-9.791712,-1.1366904,-5.1564393,12.071912,0.03959994,0.019415952,0.015771016,4.109589,2.8169017,0.17166665,0.1262823,0.24499999,0.2900431,-28.54026,474.533333,476.733333,disengaged
65,35.52779,0.08739205,34.50858,36.538914,37.31667,2.8080902,89.325035,0,13.784324,20.236214,0.326942,0.56789017,0.15168947,0.32459995,0.48369998,0.3320105,4.7423534,2.0992749,4.948254,3.1081426,0.12573962,0.7099524,24.137545,1.0448945,12.910472,0.8399523,-12.329625,-1.0571615,-12.651448,-1.3290852,0.023351058,2.1662753,0.9719163,0.6954027,9.437023,0.32496428,5.6105585,1.714686,36.335407,0.2901814,809.42725,0.16248664,1256.7954,0.14066334,-78.30173,-1.1331999,1935.0236,0.10015109,1040.4996,0.14799576,-88.27318,-0.87408835,3089.3206,0.061444983,980.7799,0.15217184,-93.76892,-0.7748208,-18.74469,-0.5312598,35.450993,0.29137045,0.07386662,0.22615689,-0.022700414,-0.70706064,0.15020682,0.46154732,34.8363,0.33377138,13.921702,0.94920397,-11.877654,-1.269778,-17.823015,-0.5674159,-0.8688691,11.09053,0.0551264,0.009867667,0.054110236,5.263158,3.3333335,0.19,0.09899495,0.14,0.06,-29.860596,476.766667,477.733333,engaged
66,36.708836,0.111389264,34.70845,36.1214,38.568325,3.8598747,143.41447,106.78943,336.803,783.9562,0.29715642,0.79812694,0.07531174,0.2581613,0.4911719,0.41586015,5.5500193,3.1906004,3.8203092,2.138931,0.14311513,0.89812386,22.34484,0.8288241,12.562706,1.024284,-4.6700125,-3.4216723,-10.235367,-1.5547199,0.03000465,2.707966,1.421649,0.79771197,8.610078,0.44937983,7.4163775,1.8482127,33.706127,0.40599436,715.72314,0.28819537,1403.1558,0.1783074,-80.82835,-1.0653864,1790.6858,0.15610072,1208.6854,0.24472627,-84.38053,-0.90280366,2896.7805,0.09710566,1101.3239,0.2397989,-90.075134,-0.7987889,-18.886185,-0.6406683,32.87799,0.3498585,0.06923658,0.2912145,-0.01784641,-0.9235541,0.19207609,0.6403659,29.697098,0.45272183,12.463142,1.0911448,-6.9774637,-2.4957144,-16.044384,-0.88623756,-8.231444,16.975208,0.04290602,0.0116499495,0.04425672,4.032258,3.448276,0.185,0.15919372,0.09433333,0.1630068,-28.334162,477.766667,487.7,disengaged
67,37.041054,0.13701016,34.401962,36.535,39.57323,5.1712685,264.4288,375.51913,133.01967,205.95534,0.11964295,1.621149,0.004690894,0.006797429,0.25840467,0.2537138,3.8093374,2.5648534,2.7247622,2.0843313,0.05160562,2.011522,6.426137,2.8292665,8.077035,1.2408769,-0.9011236,-12.703934,-5.999349,-3.0395281,0.02479192,1.8868694,1.1119338,0.9464741,9.331686,0.49043983,11.208129,1.1298552,34.25472,0.35839665,773.16675,0.23856004,1349.8794,0.17462245,-157.96799,-0.49241045,1887.252,0.13067158,1156.0048,0.25113827,-158.87154,-0.44981423,2977.831,0.085303076,1019.20154,0.29251283,-160.04675,-0.43236133,-20.788229,-0.5539125,33.624218,0.30106565,0.07574162,0.2869673,-0.022018513,-0.91957307,0.16932888,0.81515604,30.998468,0.34637097,12.9005375,1.11341,-5.4304485,-3.1789384,-22.663961,-0.8379757,-2.4471824,11.466604,0.037951976,0.029049147,0.012588418,1.4627477,1.1766316,0.20093022,0.1928165,0.6744999,2.0193253,-32.833923,487.733333,560.9,engaged
68,35.936836,0.10679834,34.056675,35.513046,39.16278,5.106106,197.69908,265.09222,108.89132,107.70558,0.3216873,0.6814736,0.099338196,0.30420572,0.5190513,0.4197131,5.2297997,2.2062066,3.1935246,1.6680568,0.15091275,0.8806651,29.726322,0.5944912,13.170946,0.86467296,-1.8902493,-8.139489,-13.100393,-1.2403187,0.030572334,2.5168016,1.2207799,0.98426545,10.0126915,0.3770236,13.102602,0.7365482,42.19615,0.22170603,760.47217,0.29431048,1408.0591,0.17696282,-84.971954,-1.0536244,1855.5154,0.14540598,1252.4702,0.29220873,-91.91499,-0.83988696,2991.3142,0.08810897,1050.8641,0.1972002,-97.33801,-0.7514319,-25.02429,-0.38372132,38.61516,0.22055067,0.07555047,0.24303186,-0.026741605,-0.57556427,0.20148319,0.63586634,37.258045,0.2450882,15.327162,0.6412458,-1.231899,-13.049308,-19.070679,-0.7234474,-9.12106,20.124367,0.054620136,0.0069652805,0.048825447,3.7190084,2.542373,0.24499999,0.19670196,0.1925,0.15319513,-26.21036,560.933333,563.366667,disengaged
69,35.81689,0.041602366,34.485672,35.198284,37.357048,2.871376,102.6748,84.50858,16.06354,17.7346,0.14696646,1.3567748,0.005459628,0.033263702,0.2827497,0.27729008,3.7164712,1.6965829,3.2364306,1.9185075,0.07455822,1.5110914,15.943684,1.0261447,3.2231467,4.0180917,-7.330116,-1.9871403,-8.744275,-0.98323226,0.026210293,0.6687223,1.7714516,0.4715349,5.4945626,0.73339945,11.073925,1.0633082,33.118713,0.45614082,599.05835,0.2804279,1392.9828,0.2041265,-159.72032,-0.48074412,1632.9594,0.11536048,1203.5325,0.14557524,-162.77649,-0.42804784,2788.3625,0.07534903,1043.2834,0.29359606,-164.7075,-0.39964062,-13.874312,-1.1357968,31.522001,0.17415035,0.081859015,0.18488042,-0.0048495904,-4.5794697,0.2130851,0.51817685,29.858797,0.26350138,7.412807,2.7732863,-11.238962,-2.0562649,-14.039051,-0.7581424,-5.827062,15.366184,0.056317806,0.014037797,0.038714483,2.7586207,2.142857,0.089999996,0.032659862,0.35,0.4102032,-34.58301,563.4,564.866667,engaged
70,35.407562,0.062207993,34.430622,35.176132,36.72574,2.2951164,146.39746,172.83975,88.20738,150.90332,0.27757227,0.7793315,0.049992047,0.25241536,0.48995256,0.4399605,5.1850786,3.3106842,2.9035878,1.6209033,0.11787775,0.9745781,20.808271,1.1264606,10.516263,1.2941597,-8.119583,-1.9076989,-5.935241,-2.7698421,0.024034705,2.1591218,1.2004877,0.86381584,8.512812,0.41827628,9.703725,1.0227411,40.26029,0.2499797,732.33154,0.2644924,1414.8599,0.1589689,-90.824165,-1.0254056,1832.056,0.12812024,1202.1531,0.2288732,-97.514435,-0.84866005,2995.2915,0.0843808,1110.7737,0.20662972,-103.843414,-0.7444573,-20.213657,-0.5656343,35.027786,0.28607073,0.0768753,0.18186891,-0.020039039,-0.83523536,0.17501688,0.60387367,35.6183,0.2979729,11.539356,1.2709758,-9.243811,-1.7983279,-15.258546,-0.81271106,-1.498166,11.298183,0.037704844,0.023116415,0.035360694,4.1907516,1.8922853,0.30615383,0.20292243,0.23727271,0.26153708,-30.083796,564.9,571.833333,disengaged
71,35.971195,0.06468353,34.635345,36.128654,37.58165,2.9463043,248.06071,419.69763,31.219975,30.181047,0.08535201,2.0878437,0.0046962677,0.005739964,0.093831405,0.08913514,4.059891,2.5437257,3.421242,1.9948478,0.03660996,2.3633378,5.9580307,2.6489367,7.50057,1.0848514,0.64397466,14.92628,3.0701134,4.088476,0.019498087,1.5655012,1.0173991,0.87422293,9.491684,0.34694025,9.689223,1.1461834,38.160732,0.2730776,735.2989,0.274464,1406.244,0.16964349,-170.58803,-0.40293482,1828.2994,0.14503135,1181.8667,0.24750417,-171.58891,-0.3701026,2977.3599,0.08427089,1106.7578,0.27599335,-173.305,-0.3441997,-21.05179,-0.50610733,35.278008,0.25773358,0.071409516,0.2222439,-0.019882835,-0.7093226,0.18644997,0.610184,34.229546,0.26802632,12.103055,1.2144521,-6.586732,-2.8386123,-17.337542,-0.6303286,-4.314499,14.243046,0.025524197,0.034989867,0.005758091,1.1428572,0.6770834,0.24384615,0.22165598,1.1257142,3.654994,-34.023346,571.866667,591.133333,engaged
72,37.036983,0.12359173,34.177666,35.93288,39.212006,5.03434,73.94837,27.008305,23.630056,9.288027,0.30659264,0.755007,0.050030526,0.28877237,0.52311844,0.4730879,5.3159604,2.733022,2.798504,2.2752805,0.15259454,0.92277634,25.352055,0.7606245,11.900506,1.0343956,-3.8318286,-3.7406063,-8.685529,-2.2312987,0.0316956,3.1715727,1.3797419,0.9374255,9.264572,0.43739456,14.077282,0.8230175,41.184753,0.35147962,783.3744,0.29800218,1346.3403,0.188168,-92.60161,-0.96555793,1894.354,0.13718192,1156.8141,0.22648306,-97.314644,-0.80296576,3026.171,0.09044506,1048.8602,0.21220034,-101.37285,-0.7402503,-23.062366,-0.50519896,35.641792,0.35965288,0.072462924,0.27412155,-0.025480293,-0.7091403,0.21210527,0.6284494,33.50807,0.4406969,15.789288,0.6629352,-3.1686594,-4.727289,-19.636398,-0.7292062,-6.5876966,19.291513,0.03729482,0.017256547,0.047717385,3.7671235,2.0905924,0.28833333,0.24640188,0.202,0.23944937,-26.883213,591.166667,594.1,disengaged
73,35.646713,0.024443643,35.175194,35.683178,36.429005,1.2538109,6.6121325,3.6971374,28.387138,0,0.13055493,1.509499,0.004588967,0.010670066,0.31272912,0.30814016,2.1508787,0.4845818,4.2279744,2.7293768,0.056831524,1.8084884,12.215024,1.4367021,5.9231973,1.618726,-0.3301791,-30.946356,-3.443069,-3.018803,0.021003027,1.387041,1.2426099,0.8941152,9.477256,0.3033526,12.972165,0.9078332,31.857016,0.20717265,822.42426,0.18127036,1323.4785,0.13494568,-163.64491,-0.43151766,1971.928,0.10215831,1018.6393,0.22791782,-164.25142,-0.40802288,3030.398,0.057493273,943.6191,0.31099802,-164.87897,-0.39964187,-21.150414,-0.29002798,31.682503,0.32304993,0.075010605,0.18581939,-0.018118741,-0.7692108,0.1905584,0.64955443,32.905537,0.13030276,11.4394655,1.069177,4.4825635,3.0138192,-16.745182,-0.77724147,-3.682411,11.978287,0.043257747,0.026111828,0.020131482,1.5503876,1.6260163,0.125,0.105,0.47,0.42999998,-33.221348,594.133333,595.433333,engaged
74,36.02235,0.06081435,34.648987,35.86974,37.77578,3.126793,157.5272,186.68036,15.678792,16.786222,0.30682448,0.7686158,0.07824518,0.25879142,0.52880895,0.4505638,5.830165,2.764234,3.4436975,1.7795653,0.13590385,0.92924,22.699753,1.015254,11.500399,1.129542,-8.795534,-1.7286382,-10.482019,-1.5786854,0.017923173,1.2751558,1.2198943,0.7976278,9.053329,0.3559667,10.601356,0.9038353,40.330704,0.22429334,737.4539,0.23610972,1456.1621,0.15603682,-83.10855,-1.0669923,1822.0088,0.13627876,1254.434,0.21997342,-88.457054,-0.8886897,2971.6016,0.087505735,1130.137,0.24818799,-95.112526,-0.7725094,-19.487043,-0.5574169,35.50991,0.2950208,0.08063881,0.19144212,-0.020175584,-0.823608,0.1906916,0.61710805,34.87957,0.3132237,11.849716,1.1191311,-9.778123,-1.6684418,-18.677528,-0.7487063,-3.5225399,12.325349,0.049873956,0.01530449,0.036116198,3.7328098,2.5844932,0.24153847,0.20913178,0.15799999,0.19691621,-28.868065,595.466667,600.566667,disengaged
75,28.29521,0.0009092738,28.276146,28.293398,28.313911,0.037765503,0,0,-0.020980835,0,0.051855702,1.1495548,0.0057117245,0.011327248,0.10921373,0.103502005,0.7721086,0.31569695,0.7568228,0.5000849,0.013614639,1.9361824,-0.42812893,-37.610226,9.207603,0.862191,-4.532489,-2.3770971,7.2171955,0.6637848,0,0,0.5155589,0,4.808163,0.11065675,8.615139,0.1568546,41.694016,0.053310074,512.84155,0.24116443,1472.0453,0.040610638,-190.99702,-0.19699933,1679.3582,0.041031703,1096.2368,0.021732489,-191.8116,-0.17901081,2820.6958,0.03973537,1255.0302,0.06791237,-192.13702,-0.17275213,-26.439354,-0.02445529,33.378735,0.017406458,0.08896257,0.048833985,-0.022666615,-0.080051355,0.0693217,0.14189455,31.053802,0.013900849,16.529467,0.05970631,12.164091,0.020238776,-1.0807606,-2.142781,-3.7718954,10.080534,0.04421078,0.02089673,0.012307802,2.8985507,1.5625,0.02,0,0.295,0.225,-48.918713,600.6,601.3,engaged
76,36.219685,0.0959478,35.496197,36.838184,38.073845,2.5776482,165.78987,152.4982,27.004602,17.575464,0.30486977,0.74187964,0.09469601,0.2459323,0.4961862,0.40149018,4.628136,2.4796815,4.282158,1.4937587,0.15506697,0.80681473,27.685217,0.6166369,14.646745,0.87415147,-3.3619175,-4.429398,-14.233846,-0.9580027,0.021958992,1.192046,1.2181549,0.7790699,9.209394,0.37219292,7.535729,2.7854702,34.094555,0.57195765,753.92834,0.26860204,1388.8623,0.15284158,-77.053314,-1.0758722,1851.5468,0.14438869,1152.0183,0.23076895,-84.089455,-0.85619926,2984.2744,0.08872306,1068.995,0.21934846,-89.86908,-0.75555885,-21.753454,-0.4450634,34.541687,0.2950009,0.07247592,0.24269079,-0.02370749,-0.5355837,0.19787364,0.60602516,33.125164,0.2973919,14.072675,0.93108183,-4.110976,-4.002173,-19.930136,-0.54637545,-14.0426855,23.097101,0.056570373,-0.0053614443,0.06957784,4.20712,3.9473684,0.16583334,0.109655395,0.06583333,0.032776598,-27.638514,601.333333,604.433333,disengaged
77,41.882496,0.05309473,40.315693,41.668747,43.136227,2.8205338,120.11895,169.32399,53.609055,110.26884,0.17629647,0.9570211,0.0067787427,0.13843808,0.33578467,0.32900593,2.5056963,1.8015096,1.6619738,0.932919,0.035919767,1.4521238,15.187005,1.1681474,8.445793,1.1346161,-2.7559416,-4.06998,-21.50874,-1.067135,0.007841856,2.169865,0.5430739,1.4378422,14.766357,0.22223121,16.902512,0.6220911,33.661766,0.31061086,823.5862,0.14788061,1219.9893,0.1462623,-103.60599,-0.85924566,1987.9009,0.08703097,1016.5955,0.26029876,-111.81871,-0.6965256,3027.9504,0.056020033,899.028,0.35077697,-112.32545,-0.68964505,-25.641518,-0.34594908,35.37129,0.28994042,0.06433373,0.30967373,-0.029162375,-0.5319122,0.057601746,0.9910169,28.034496,0.33760852,11.32537,0.8960409,-6.014229,-1.897003,-37.335682,-0.3921548,-3.0308495,11.526489,0.03599949,0.02064583,0.008730356,2.0771513,1.2890432,0.4203846,0.36711434,0.30857143,0.49333927,-33.3352,604.466667,624.7,engaged
78,43.312183,0.07315805,40.667133,43.742786,45.97071,5.3035774,294.46127,124.9542,54.590763,63.41847,0.20784463,0.8130184,0.0487266,0.21830767,0.29336995,0.24464335,2.0124762,0.9918945,1.5722295,0.8252356,0.051860705,1.4643687,17.41055,1.026166,5.805094,1.5566833,-8.843116,-1.2801803,-33.141464,-0.6484756,0.021951154,2.846459,0.8569731,1.4567461,14.373247,0.2855936,22.2282,0.3965453,34.47396,0.24251978,804.8732,0.13602953,1142.4918,0.16596183,-72.31067,-1.2345809,1987.1456,0.07705262,912.9971,0.26039267,-88.0536,-0.83180946,3018.5854,0.064043626,797.13055,0.28368783,-87.91898,-0.83451086,-22.466784,-0.31286442,31.50794,0.27572682,0.085135594,0.27091163,-0.024056518,-0.5993556,0.07106149,1.2052338,25.901306,0.37559316,3.7072873,2.2097282,-12.813648,-0.80974627,-43.82378,-0.32577914,-2.4481337,10.069034,0.053956572,-0.00051084993,0.013059855,1.9138757,1.9704434,0.33249998,0.09148087,0.145,0.07889867,-31.555662,624.733333,626.833333,disengaged
